Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,_L_KE_100704_1,,PT,A,0,,1.3
2016,_L_KE_100704_1,,PT,A,0,,1.1
2017,_L_KE_100704_1,,PT,A,0,,1.0
2018,_L_KE_100704_1,,PT,A,0,,1.0
2019,_L_KE_100704_1,,PT,A,0,,1.0
2020,_L_KE_100704_1,,PT,A,0,,1.0
2021,_L_KE_100704_1,,PT,A,0,,1.1
2022,_L_KE_100704_1,,PT,A,0,,1.13
2023,_L_KE_100704_1,,PT,A,0,,1.34
2024,_L_KE_100704_1,,PT,A,0,,1.16
