Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SM_DTH_MIGR,,NUMBER,,2
2016,SM_DTH_MIGR,,NUMBER,,2
2017,SM_DTH_MIGR,,NUMBER,,5
2018,SM_DTH_MIGR,,NUMBER,,6
2019,SM_DTH_MIGR,,NUMBER,,3
2020,SM_DTH_MIGR,,NUMBER,,0
2021,SM_DTH_MIGR,,NUMBER,,0
2022,SM_DTH_MIGR,,NUMBER,,0
2023,SM_DTH_MIGR,,NUMBER,,0
2024,SM_DTH_MIGR,,NUMBER,,1
