Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,EG_TBA_H2CO,,PT,,26.8
2020,EG_TBA_H2CO,,PT,,27.0
2023,EG_TBA_H2CO,,PT,,35.8
2017,EG_TBA_H2CORL,,PT,,35.9
2020,EG_TBA_H2CORL,,PT,,35.9
2023,EG_TBA_H2CORL,,PT,,55.0
