Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,AG_FLS_INDEX,,IX,,100.0
2016,AG_FLS_INDEX,,IX,,87.5
2017,AG_FLS_INDEX,,IX,,91.6
2018,AG_FLS_INDEX,,IX,,97.8
2019,AG_FLS_INDEX,,IX,,99.8
2020,AG_FLS_INDEX,,IX,,100.5
2021,AG_FLS_INDEX,,IX,,98.5
2022,AG_FLS_INDEX,,IX,,100.1
2023,AG_FLS_INDEX,,IX,,98.0
2024,AG_FLS_INDEX,,IX,,100.3
