Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,_L_KE_020C01_01,,IX,,0.267181
2020,_L_KE_020C01_01,,IX,,0.366321
2021,_L_KE_020C01_01,,IX,,-0.451621
2022,_L_KE_020C01_01,,IX,,0.732774
2023,_L_KE_020C01_01,,IX,,-0.181758
2024,_L_KE_020C01_01,,IX,,-1.497974
