Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,EN_MAR_PLASDD,,KM2,,17698.0
2020,EN_MAR_PLASDD,,KM2,,2092.0
2021,EN_MAR_PLASDD,,KM2,,35360.0
2022,EN_MAR_PLASDD,,KM2,,5272.0
