Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,Time period details,GeoCode,Value
2018,Total greenhouse gas emissions per year,,Tonnes of CO2-equivalent,Normal value,Units,2021,,96
2019,Total greenhouse gas emissions per year,,Tonnes of CO2-equivalent,Normal value,Units,2021,,97
2020,Total greenhouse gas emissions per year,,Tonnes of CO2-equivalent,Normal value,Units,2021,,98
2021,Total greenhouse gas emissions per year,,Tonnes of CO2-equivalent,Normal value,Units,2021,,100
