Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,_L_KE_171701_01,,USD,,124.7
2019,_L_KE_171701_01,,USD,,125.3
2020,_L_KE_171701_01,,USD,,116.3
2021,_L_KE_171701_01,,USD,,112.3
2022,_L_KE_171701_01,,USD,,924.0
2023,_L_KE_171701_01,,USD,,900.5
2024,_L_KE_171701_01,,USD,,1215.1
