Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,DC_TOF_AGRL,,KES,,6219.8
2020,DC_TOF_AGRL,,KES,,15520.1
2021,DC_TOF_AGRL,,KES,,15981.0
2022,DC_TOF_AGRL,,KES,,28138.6
2023,DC_TOF_AGRL,,KES,,33238.8
2024,DC_TOF_AGRL,,KES,,34387.1
