Year,REF_AREA,GeoCode,Value
2020,KE_NBO,KE_NBO,1.33
2020,KE_MBA,KE_MBA,2.67
2020,KE_KIS,KE_KIS,3.0
2020,KE_NUU,KE_NUU,3.0
