Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,Time period details,GeoCode,Value
2018,Amount in United States dollars committed to public-private partnerships for infrastructure,,Kenyan Shillings,Normal value,Millions,2022,,481.9
2019,Amount in United States dollars committed to public-private partnerships for infrastructure,,Kenyan Shillings,Normal value,Millions,2022,,574.7
2020,Amount in United States dollars committed to public-private partnerships for infrastructure,,Kenyan Shillings,Normal value,Millions,2022,,1099.2
2021,Amount in United States dollars committed to public-private partnerships for infrastructure,,Kenyan Shillings,Normal value,Millions,2022,,1874.7
2022,Amount in United States dollars committed to public-private partnerships for infrastructure,,Kenyan Shillings,Normal value,Millions,2022,,2093.5
