Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,DC_TOF_INFRAL,,KES,,160450.2
2019,DC_TOF_INFRAL,,KES,,151993.6
2020,DC_TOF_INFRAL,,KES,,173340.7
2021,DC_TOF_INFRAL,,KES,,143135.9
2022,DC_TOF_INFRAL,,KES,,134109.3
2023,DC_TOF_INFRAL,,KES,,139045.1
2024,DC_TOF_INFRAL,,KES,,112423.0
