Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,ER_H2O_STRESS,,PT,,26.5
2015,ER_H2O_STRESS,,PT,,26.6
2016,ER_H2O_STRESS,,PT,,33.2
2017,ER_H2O_STRESS,,PT,,33.2
2018,ER_H2O_STRESS,,PT,,33.2
2019,ER_H2O_STRESS,,PT,,33.2
2020,ER_H2O_STRESS,,PT,,33.2
2021,ER_H2O_STRESS,,PT,,33.2
2024,ER_H2O_STRESS,,PT,,33.0
