Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2014,ER_H2O_FWTL,,T,A,0,2024,,182626
2015,ER_H2O_FWTL,,T,A,0,2024,,163824
2016,ER_H2O_FWTL,,T,A,0,2024,,147678
2017,ER_H2O_FWTL,,T,A,0,2024,,135100
2018,ER_H2O_FWTL,,T,A,0,2024,,151298
2019,ER_H2O_FWTL,,T,A,0,2024,,149320
2020,ER_H2O_FWTL,,T,A,0,2024,,151326
2021,ER_H2O_FWTL,,T,A,0,2024,,162369
2022,ER_H2O_FWTL,,T,A,0,2024,,173741
2023,ER_H2O_FWTL,,T,A,0,2024,,161307
2024,ER_H2O_FWTL,,T,A,0,2024,,168424
