Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,GeoCode,Value
2014,_L_KE_150701_01,,T,A,0,2017,Elephants Ivory and Rhino horns,KWS,,137.3
2016,_L_KE_150701_01,,T,A,0,2017,Elephants Ivory and Rhino horns,KWS,,40.6
2017,_L_KE_150701_01,,T,A,0,2017,Elephants Ivory and Rhino horns,KWS,,56.3
