Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,SG_PLN_PRPOLRES,,PT,,57.0
2020,SG_PLN_PRPOLRES,,PT,,47.0
2018,_L_KE_171501_01,,PT,,70.0
2020,_L_KE_171501_01,,PT,,99.0
