Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,_L_KE_100402_01,,PT,,9.3
2016,_L_KE_100402_02,,PT,,45.0
2016,_L_KE_100402_03,,PT,,35.7
