Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2018,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%)  [17.15.1],,Percent,,57.0
2020,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%)  [17.15.1],,Percent,,47.0
