From,To
SOURCE_DETAIL,URBANISATION
OBS_STATUS,UNIT_MULT
UNIT_MULT,TIME_DETAIL
TIME_DETAIL,SOURCE_DETAIL
SOURCE_DETAIL,COMMENT_OBS
