Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2014,Researchers (in full-time equivalent) per million inhabitants [9.5.2],,Number,,100.0
2019,Researchers (in full-time equivalent) per million inhabitants [9.5.2],,Number,,519.54
