Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,TM_TRF_ZERO,,PT,,36.9
2016,TM_TRF_ZERO,,PT,,37.1
2017,TM_TRF_ZERO,,PT,,37.3
2018,TM_TRF_ZERO,,PT,,34.4
2019,TM_TRF_ZERO,,PT,,35.4
2020,TM_TRF_ZERO,,PT,,37.4
2021,TM_TRF_ZERO,,PT,,37.8
2022,TM_TRF_ZERO,,PT,,39.7
2023,TM_TRF_ZERO,,PT,,32.4
2024,TM_TRF_ZERO,,PT,,29.4
