Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SP_PSR_SATIS,,PT,A,0,,59.4
2018,SP_PSR_SATIS,,PT,A,0,,55.7
2021,SP_PSR_SATIS,,PT,A,0,,44.0
2022,SP_PSR_SATIS,,PT,A,0,,28.9
2023,SP_PSR_SATIS,,PT,A,0,,40.0
2024,SP_PSR_SATIS,,PT,A,0,,15.0
