Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2015,_L_KE_171201_01,,PT,A,0,2023,,9.0
2016,_L_KE_171201_01,,PT,A,0,2023,,10.0
2017,_L_KE_171201_01,,PT,A,0,2023,,9.8
2018,_L_KE_171201_01,,PT,A,0,2023,,10.6
2019,_L_KE_171201_01,,PT,A,0,2023,,11.1
2020,_L_KE_171201_01,,PT,A,0,2023,,10.8
2021,_L_KE_171201_01,,PT,A,0,2023,,10.0
2022,_L_KE_171201_01,,PT,A,0,2023,,9.1
2023,_L_KE_171201_01,,PT,A,0,2023,,11.5
