Year,SERIES,Reference area,Sex,Age,UNIT_MEASURE,GeoCode,Value
2022,Prevalence of minimum dietary diversity among non-pregnant women aged 15-49 years [2.2.4],,Female,15 to 49 years old,Percent,,48.4
