Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,ER_WLD_TRPOACH,,T,,137.3
2016,ER_WLD_TRPOACH,,T,,40.6
2017,ER_WLD_TRPOACH,,T,,56.3
2014,_L_KE_150c01_01,,T,,137.3
2016,_L_KE_150c01_01,,T,,40.6
2017,_L_KE_150c01_01,,T,,56.3
