Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2017,ER_MRN_MARIN,,PT,A,0,2023,,17
2018,ER_MRN_MARIN,,PT,A,0,2023,,17
2019,ER_MRN_MARIN,,PT,A,0,2023,,17
2020,ER_MRN_MARIN,,PT,A,0,2023,,17
2021,ER_MRN_MARIN,,PT,A,0,2023,,17
2022,ER_MRN_MARIN,,PT,A,0,2023,,17
2023,ER_MRN_MARIN,,PT,A,0,2023,,17
