Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2017,SG_DSR_SILS,,PT,A,0,2022,,23.4
2019,SG_DSR_SILS,,PT,A,0,2022,,61.7
2022,SG_DSR_SILS,,PT,A,0,2022,,80.9
