Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,_L_KE_150c01_01,,T,A,0,,137.3
2016,_L_KE_150c01_01,,T,A,0,,40.6
2017,_L_KE_150c01_01,,T,A,0,,56.3
2014,ER_WLD_TRPOACH,,T,A,0,,137.3
2016,ER_WLD_TRPOACH,,T,A,0,,40.6
2017,ER_WLD_TRPOACH,,T,A,0,,56.3
