Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2014,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2015,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2016,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2017,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2018,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2019,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2020,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2021,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2022,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
2023,SG_STT_NSDSFDGVT,,BOOL,A,0,2023,,1
