Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,AG_FLS_INDEX,,IX,A,0,,100.0
2016,AG_FLS_INDEX,,IX,A,0,,87.5
2017,AG_FLS_INDEX,,IX,A,0,,91.6
2018,AG_FLS_INDEX,,IX,A,0,,97.8
2019,AG_FLS_INDEX,,IX,A,0,,99.8
2020,AG_FLS_INDEX,,IX,A,0,,100.5
2021,AG_FLS_INDEX,,IX,A,0,,98.5
2022,AG_FLS_INDEX,,IX,A,0,,100.1
2023,AG_FLS_INDEX,,IX,A,0,,98.0
2024,AG_FLS_INDEX,,IX,A,0,,100.3
