Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2014,SL_EMP_PCAP,,PT,A,0,2024,,-0.6
2015,SL_EMP_PCAP,,PT,A,0,2024,,2.7
2016,SL_EMP_PCAP,,PT,A,0,2024,,0.4
2017,SL_EMP_PCAP,,PT,A,0,2024,,-1.0
2018,SL_EMP_PCAP,,PT,A,0,2024,,1.3
2019,SL_EMP_PCAP,,PT,A,0,2024,,0.2
2020,SL_EMP_PCAP,,PT,A,0,2024,,3.9
2021,SL_EMP_PCAP,,PT,A,0,2024,,2.2
2022,SL_EMP_PCAP,,PT,A,0,2024,,0.4
2023,SL_EMP_PCAP,,PT,A,0,2024,,1.1
2024,SL_EMP_PCAP,,PT,A,0,2024,,0.8
