Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2022,SE_DEV_ONTRK,,,PT,,78.0
2022,SE_DEV_ONTRK,,F,PT,,79.8
2022,SE_DEV_ONTRK,,M,PT,,76.4
