Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SH_HAP_HBSAG,,PER_100000_POP,,27
2015,SH_HAP_HBSAG,,PER_100000_POP,,11
2016,SH_HAP_HBSAG,,PER_100000_POP,,14
2017,SH_HAP_HBSAG,,PER_100000_POP,,9
2018,SH_HAP_HBSAG,,PER_100000_POP,,8
2019,SH_HAP_HBSAG,,PER_100000_POP,,8
2020,SH_HAP_HBSAG,,PER_100000_POP,,8
2021,SH_HAP_HBSAG,,PER_100000_POP,,8
