Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,EN_WBE_PMPR,,KM2,,7641.3
2015,EN_WBE_PMPR,,KM2,,7695.4
2016,EN_WBE_PMPR,,KM2,,7735.9
2017,EN_WBE_PMPR,,KM2,,7766.2
2018,EN_WBE_PMPR,,KM2,,7777.4
2019,EN_WBE_PMPR,,KM2,,7794.9
2020,EN_WBE_PMPR,,KM2,,7801.5
2021,EN_WBE_PMPR,,KM2,,7844.8
2022,EN_WBE_PMPR,,KM2,,7913.9
