Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2024,_L_KE_070102_02,,,PT,A,0,,33.3
2024,_L_KE_070102_02,,R,PT,A,0,,10.6
2024,_L_KE_070102_02,,U,PT,A,0,,69.5
