Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SH_STA_MALR,,PER_100000_POP,,225.0
2015,SH_STA_MALR,,PER_100000_POP,,120.0
2016,SH_STA_MALR,,PER_100000_POP,,111.0
2017,SH_STA_MALR,,PER_100000_POP,,87.0
2018,SH_STA_MALR,,PER_100000_POP,,89.2
2019,SH_STA_MALR,,PER_100000_POP,,102.9
2020,SH_STA_MALR,,PER_100000_POP,,87.3
2021,SH_STA_MALR,,PER_100000_POP,,91.3
2022,SH_STA_MALR,,PER_100000_POP,,92.9
2023,SH_STA_MALR,,PER_100000_POP,,104.4
