Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,SG_REG_BRTH,,,,PT,A,0,,66.9
2019,SG_REG_BRTH,,,,PT,A,0,,89.3
2022,SG_REG_BRTH,,,,PT,A,0,,76.0
2022,SG_REG_BRTH,,,R,PT,A,0,,73.2
2022,SG_REG_BRTH,,,U,PT,A,0,,81.3
2022,SG_REG_BRTH,,F,,PT,A,0,,75.6
2022,SG_REG_BRTH,,M,,PT,A,0,,76.3
