Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,EN_SCP_FSHGDP,,PT,A,0,,8
2015,EN_SCP_FSHGDP,,PT,A,0,,5
2016,EN_SCP_FSHGDP,,PT,A,0,,5
2017,EN_SCP_FSHGDP,,PT,A,0,,7
2018,EN_SCP_FSHGDP,,PT,A,0,,7
2019,EN_SCP_FSHGDP,,PT,A,0,,9
2020,EN_SCP_FSHGDP,,PT,A,0,,8
2021,EN_SCP_FSHGDP,,PT,A,0,,10
2022,EN_SCP_FSHGDP,,PT,A,0,,10
