Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2020,EN_WWT_TREATR_SF,,WW_DOM,PT,A,0,,9.4
2022,EN_WWT_TREATR_SF,,WW_DOM,PT,A,0,,11.0
2020,EN_WWT_TREATR_SF,,WW_DOM_SEW,PT,A,0,,53.3
2022,EN_WWT_TREATR_SF,,WW_DOM_SEW,PT,A,0,,50.0
2022,EN_WWT_TREATR_SF,,WW_DOM_SPT,PT,A,0,,39.1
