Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,EN_H2O_WBAMBQ,,PT,,35.5
2020,EN_H2O_WBAMBQ,,PT,,86.5
2024,EN_H2O_WBAMBQ,,PT,,87.0
2020,EN_H2O_OPAMBQ,,PT,,33.3
2017,EN_H2O_RVAMBQ,,PT,,30.5
2020,EN_H2O_RVAMBQ,,PT,,90.4
2017,EN_H2O_GRAMBQ,,PT,,42.2
2020,EN_H2O_GRAMBQ,,PT,,90.3
