Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,_L_KE_010401_02,,,,PT,A,0,,33.8
2022,_L_KE_010401_02,,,,PT,A,0,,49.6
2024,_L_KE_010401_02,,,,PT,A,0,,65.5
2024,SP_LGL_LNDDOC,,,,PT,A,0,,66.0
2022,SP_LGL_LNDDOC,,F,,PT,A,0,,7.3
2022,SP_LGL_LNDDOC,,F,R,PT,A,0,,8.4
2022,SP_LGL_LNDDOC,,F,U,PT,A,0,,5.1
