Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,SP_PSR_SATIS,,PT,,59.4
2018,SP_PSR_SATIS,,PT,,55.7
2021,SP_PSR_SATIS,,PT,,44.0
2022,SP_PSR_SATIS,,PT,,28.9
2023,SP_PSR_SATIS,,PT,,40.0
2024,SP_PSR_SATIS,,PT,,15.0
