Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,GeoCode,Value
2014,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2015,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2016,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2017,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2018,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2019,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2020,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
2021,SG_CPA_MIGRS,,BOOL,A,0,2021,Kenya Citizenship and Immigration Regulation 2013,Directorate on Immigration Services website,,1
