Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2018,_L_KE_171701_01,,USD,A,6,2024,,124.7
2019,_L_KE_171701_01,,USD,A,6,2024,,125.3
2020,_L_KE_171701_01,,USD,A,6,2024,,116.3
2021,_L_KE_171701_01,,USD,A,6,2024,,112.3
2022,_L_KE_171701_01,,USD,A,6,2024,,924.0
2023,_L_KE_171701_01,,USD,A,6,2024,,900.5
2024,_L_KE_171701_01,,USD,A,6,2024,,1215.1
