Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2018,DC_TOF_INFRAL,,KES,A,6,,160450.2
2019,DC_TOF_INFRAL,,KES,A,6,,151993.6
2020,DC_TOF_INFRAL,,KES,A,6,,173340.7
2021,DC_TOF_INFRAL,,KES,A,6,,143135.9
2022,DC_TOF_INFRAL,,KES,A,6,,134109.3
2023,DC_TOF_INFRAL,,KES,A,6,,139045.1
2024,DC_TOF_INFRAL,,KES,A,6,,112423.0
