Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,_L_KE_120401_01,,NUMBER,,4
2015,_L_KE_120401_01,,NUMBER,,4
2016,_L_KE_120401_01,,NUMBER,,4
2017,_L_KE_120401_01,,NUMBER,,4
2018,_L_KE_120401_01,,NUMBER,,4
2019,_L_KE_120401_01,,NUMBER,,4
2020,_L_KE_120401_01,,NUMBER,,4
2021,_L_KE_120401_01,,NUMBER,,4
2022,_L_KE_120401_01,,NUMBER,,4
2023,_L_KE_120401_01,,NUMBER,,4
2024,_L_KE_120401_01,,NUMBER,,4
