Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,_L_KE_130202_01,,TCO2E,,96
2019,_L_KE_130202_01,,TCO2E,,97
2020,_L_KE_130202_01,,TCO2E,,98
2021,_L_KE_130202_01,,TCO2E,,100
