Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,GB_POP_SCIERD,,NUMBER,A,0,,100.0
2019,GB_POP_SCIERD,,NUMBER,A,0,,519.54
