Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2019,EN_URB_OPENSP,KE_KIS,CITY,PT,A,0,KE_KIS,67.1
2019,EN_URB_OPENSP,KE_MBA,CITY,PT,A,0,KE_MBA,9.5
2019,EN_URB_OPENSP,KE_NBO,CITY,PT,A,0,KE_NBO,16.4
2019,EN_URB_OPENSP,KE_NUU,CITY,PT,A,0,KE_NUU,0.1
