Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,GeoCode,Value
2024,_L_KE_070102_02,,,PT,,33.3
2024,_L_KE_070102_02,,R,PT,,10.6
2024,_L_KE_070102_02,,U,PT,,69.5
