Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,GeoCode,Value
2017,EN_H2O_GRAMBQ,,PT,A,0,2020,MWIS/UN WATER,,42.2
2020,EN_H2O_GRAMBQ,,PT,A,0,2020,MWIS/UN WATER,,90.3
2020,EN_H2O_OPAMBQ,,PT,A,0,2020,MWIS/UN WATER,,33.3
2017,EN_H2O_RVAMBQ,,PT,A,0,2020,MWIS/UN WATER,,30.5
2020,EN_H2O_RVAMBQ,,PT,A,0,2020,MWIS/UN WATER,,90.4
2017,EN_H2O_WBAMBQ,,PT,A,0,2020,MWIS/UN WATER,,35.5
2020,EN_H2O_WBAMBQ,,PT,A,0,2020,MWIS/UN WATER,,86.5
