Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,Time period details,GeoCode,Value
2017,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,26.8
2020,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,27.0
2023,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,35.8
2017,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,35.9
2020,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,35.9
2023,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation [6.5.2],,Percent,Normal value,Units,2023,,55.0
