Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,137.3,,Metric Tons,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]"
2016,40.6,,Metric Tons,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]"
2017,56.3,,Metric Tons,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]"
