Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,7641.3,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2015,7695.4,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2016,7735.9,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2017,7766.2,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2018,7777.4,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2019,7794.9,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2020,7801.5,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2021,7844.8,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
2022,7913.9,,Square kilometers,Water body extent (permanent) (% of total land area) [6.6.1]
