Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,26.0,,Percent,Proportion of children moderately or severely stunted [2.2.1]
2016,34.7,,Percent,Proportion of children moderately or severely stunted [2.2.1]
2022,17.6,,Percent,Proportion of children moderately or severely stunted [2.2.1]
