Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,9.8,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2017,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2018,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2019,19.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2020,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2021,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2022,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
2024,11.4,,Percent,Proportion of land that is degraded over total land area [15.3.1]
