Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,52,,"Per 1,000 live births",Under-five mortality rate [3.2.1]
2019,52,,"Per 1,000 live births",Under-five mortality rate [3.2.1]
2022,41,,"Per 1,000 live births",Under-five mortality rate [3.2.1]
