Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,1438.0,,Kenyan Shillings,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]"
2020,1938.0,,Kenyan Shillings,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]"
2021,715.0,,Kenyan Shillings,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]"
2022,1302.1,,Kenyan Shillings,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]"
2023,1819.5,,Kenyan Shillings,"Total official flows (commitments) for Aid for Trade, by recipient countries [8.a.1]"
