Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,96,,Tonnes of CO2-equivalent,Total greenhouse gas emissions per year
2019,97,,Tonnes of CO2-equivalent,Total greenhouse gas emissions per year
2020,98,,Tonnes of CO2-equivalent,Total greenhouse gas emissions per year
2021,100,,Tonnes of CO2-equivalent,Total greenhouse gas emissions per year
