Year,Value,SERIES
2014,4.4,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1]
2018,2.6,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1]
2022,2.2,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1]
2014,22.9,Proportion of women aged 20-24 years who were married or in a union before age 18 [5.3.1]
2018,14.3,Proportion of women aged 20-24 years who were married or in a union before age 18 [5.3.1]
2022,12.5,Proportion of women aged 20-24 years who were married or in a union before age 18 [5.3.1]
