Year,Value,GeoCode,Observation status,Unit multiplier,UNIT_MEASURE,SERIES
2014,100.0,,Normal value,Units,Number,Researchers (in full-time equivalent) per million inhabitants [9.5.2]
2019,519.54,,Normal value,Units,Number,Researchers (in full-time equivalent) per million inhabitants [9.5.2]
