Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,0.267181,,Index,Indicator of Food Price Anomalies - Maize
2020,0.366321,,Index,Indicator of Food Price Anomalies - Maize
2021,-0.451621,,Index,Indicator of Food Price Anomalies - Maize
2022,0.732774,,Index,Indicator of Food Price Anomalies - Maize
2023,-0.181758,,Index,Indicator of Food Price Anomalies - Maize
2024,-1.497974,,Index,Indicator of Food Price Anomalies - Maize
