Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2015,IU_COR_BRIB,,PT,A,0,2024,,38.0
2016,IU_COR_BRIB,,PT,A,0,2024,,46.0
2017,IU_COR_BRIB,,PT,A,0,2024,,38.9
2018,IU_COR_BRIB,,PT,A,0,2024,,41.8
2021,IU_COR_BRIB,,PT,A,0,2024,,23.2
2022,IU_COR_BRIB,,PT,A,0,2024,,41.1
2023,IU_COR_BRIB,,PT,A,0,2024,,25.7
2024,IU_COR_BRIB,,PT,A,0,2024,,43.0
