Year,Value,SERIES
2014,12.7,SH_XPD_EARN10
2016,8.6,SH_XPD_EARN10
2018,8.0,SH_XPD_EARN10
2014,6.2,SH_XPD_EARN25
2016,4.8,SH_XPD_EARN25
2018,4.9,SH_XPD_EARN25
